doc,A_sent_id,A_speaker,A_text,A_sound_url,A_tokens,A_pos_tags,B_sent_id,B_speaker,B_text,B_sound_url,B_tokens,B_pos_tags,B_token_count,B_has_verbal_bc,B_all_in_lexicon,first_token_form,first_token_lemma,first_token_upos,first_token_deprel,backchannel_type,A_is_question,A_continues,warnings,keep?
Gos278,Gos278.s273,Df-prij-09526,"samo če pa po ulici tečeš , ne , to je pa že tako malo bolj zaba- , zabavno .",https://nl.ijs.si/project/gos20/Gos278/Gos278.s273.mp3,samo če pa po ulici tečeš ne to je pa že tako malo bolj zaba- zabavno,PART SCONJ CCONJ ADP NOUN VERB PART DET AUX CCONJ PART ADV DET ADV X ADJ,Gos278.s274,Bf-prij-09525,"ja , itak , ja .",https://nl.ijs.si/project/gos20/Gos278/Gos278.s274.mp3,ja itak ja,PART PART PART,3,0,1,ja,ja,PART,discourse,responsive,0,0,ok,
Gos278,Gos278.s278,Df-prij-09526,"ja , saj mislim , to moraš ono drugo kepo na prvo nekako prevaliti in ja .",https://nl.ijs.si/project/gos20/Gos278/Gos278.s278.mp3,ja saj mislim to moraš ono drugo kepo na prvo nekako prevaliti in ja,PART CCONJ VERB DET VERB DET ADJ NOUN ADP ADJ ADV VERB CCONJ PART,Gos278.s279,Bf-prij-09525,"ne , ful je ogromen , pa , eee , ne vem , no , pa še kar zmeraj stoji , še zmeraj isto velik , kakor je bil takrat , ko je bilo ful snega .",https://nl.ijs.si/project/gos20/Gos278/Gos278.s279.mp3,ne ful je ogromen pa eee ne vem no pa še kar zmeraj stoji še zmeraj isto velik kakor je bil takrat ko je bilo ful snega,PART ADV AUX ADJ CCONJ INTJ PART VERB PART CCONJ PART ADV ADV VERB PART ADV ADV ADJ SCONJ AUX VERB ADV SCONJ AUX VERB ADV NOUN,27,1,0,ne,ne,PART,discourse,surprise,0,0,has_verbal_bc; not_all_in_lexicon,
Gos279,Gos279.s5,Sm-prij-09516,"pa gre , uživamo .",https://nl.ijs.si/project/gos20/Gos279/Gos279.s5.mp3,pa gre uživamo,CCONJ VERB VERB,Gos279.s6,Lm-prij-09515,"a super , jaz tudi malo , nič , malo visim na kompu pa malo Facebook pa take fore , saj veš .",https://nl.ijs.si/project/gos20/Gos279/Gos279.s6.mp3,a super jaz tudi malo nič malo visim na kompu pa malo Facebook pa take fore saj veš,INTJ ADV PRON PART DET ADV DET VERB ADP NOUN CCONJ DET NOUN CCONJ DET NOUN CCONJ VERB,18,0,0,a,a,INTJ,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos279,Gos279.s8,Sm-prij-09516,"to tudi jaz , nič pametnega .",https://nl.ijs.si/project/gos20/Gos279/Gos279.s8.mp3,to tudi jaz nič pametnega,DET PART PRON DET ADJ,Gos279.s9,Lm-prij-09515,"ja , pa tam mati pa foter itak televizijo gledata , kaj naj pol jaz ?",https://nl.ijs.si/project/gos20/Gos279/Gos279.s9.mp3,ja pa tam mati pa foter itak televizijo gledata kaj naj pol jaz,PART CCONJ ADV NOUN CCONJ NOUN PART NOUN VERB PRON PART DET PRON,13,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos280,Gos280.s18,Mf-soro-09513,"eee , in sem šla pol dol .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s18.mp3,eee in sem šla pol dol,INTJ CCONJ AUX VERB DET ADV,Gos280.s19,Af-soro-09512,"ja , aja , ste že pekli ?",https://nl.ijs.si/project/gos20/Gos280/Gos280.s19.mp3,ja aja ste že pekli,PART INTJ AUX PART VERB,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s20,Mf-soro-09513,"a veš , in sem pozabila , enostavno , tisti",https://nl.ijs.si/project/gos20/Gos280/Gos280.s20.mp3,a veš in sem pozabila enostavno tisti,ADV VERB CCONJ AUX VERB ADV DET,Gos280.s21,Af-soro-09512,"ja , saj veš , da .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s21.mp3,ja saj veš da,PART CCONJ VERB SCONJ,4,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos280,Gos280.s22,Af-soro-09512,kdo te je pa peljal ?,https://nl.ijs.si/project/gos20/Gos280/Gos280.s22.mp3,kdo te je pa peljal,PRON PRON AUX CCONJ VERB,Gos280.s23,Mf-soro-09513,"ja , [name:personal] pa , eee , mama , sta šla , ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s23.mp3,ja [name:personal] pa eee mama sta šla ja,PART PROPN CCONJ INTJ NOUN AUX VERB PART,8,0,0,ja,ja,PART,discourse,responsive,1,1,a_is_question; not_all_in_lexicon; a_continues,
Gos280,Gos280.s23,Mf-soro-09513,"ja , [name:personal] pa , eee , mama , sta šla , ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s23.mp3,ja [name:personal] pa eee mama sta šla ja,PART PROPN CCONJ INTJ NOUN AUX VERB PART,Gos280.s24,Af-soro-09512,aja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s24.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,1,a_continues,
Gos280,Gos280.s24,Af-soro-09512,aja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s24.mp3,aja,INTJ,Gos280.s25,Mf-soro-09513,"ja , ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s25.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s26,Af-soro-09512,"in ko si prišla , eee , domov , so pa povedali , da že pečejo , ne .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s26.mp3,in ko si prišla eee domov so pa povedali da že pečejo ne,CCONJ SCONJ AUX VERB INTJ ADV AUX CCONJ VERB SCONJ PART VERB PART,Gos280.s27,Mf-soro-09513,"ja , da kostanj pečejo in jaz lepo , čisto brez , ne vem , če mi ne bo prekinjalo nekaj , telefon ga serje .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s27.mp3,ja da kostanj pečejo in jaz lepo čisto brez ne vem če mi ne bo prekinjalo nekaj telefon ga serje,PART SCONJ NOUN VERB CCONJ PRON ADV ADV ADP PART VERB SCONJ PRON PART AUX VERB DET NOUN PRON VERB,20,1,0,ja,ja,PART,discourse,responsive,0,1,has_verbal_bc; not_all_in_lexicon; a_continues,
Gos280,Gos280.s30,Mf-soro-09513,"eee , ti , in jaz , čisto v dobri veri , dajta mi malo za piti , a veš , pa me zebe , sem šla se obleči in kostanj lepo lupimo tam k , eee , [name:personal] ga pa peče .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s30.mp3,eee ti in jaz čisto v dobri veri dajta mi malo za piti a veš pa me zebe sem šla se obleči in kostanj lepo lupimo tam k eee [name:personal] ga pa peče,INTJ PRON CCONJ PRON ADV ADP ADJ NOUN VERB PRON DET ADP VERB ADV VERB CCONJ PRON VERB AUX VERB PRON VERB CCONJ NOUN ADV VERB ADV NOUN INTJ PROPN PRON CCONJ VERB,Gos280.s31,Af-soro-09512,ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s31.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s31,Af-soro-09512,ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s31.mp3,ja,PART,Gos280.s32,Mf-soro-09513,"no , in jaz , Jezus , zdajle se pa spomnim , porkaš , sem rekla , jaz sem pa z vami zmenjena .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s32.mp3,no in jaz Jezus zdajle se pa spomnim porkaš sem rekla jaz sem pa z vami zmenjena,PART CCONJ PRON PROPN ADV PRON CCONJ VERB INTJ AUX VERB PRON AUX CCONJ ADP PRON ADJ,17,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos280,Gos280.s33,Mf-soro-09513,"tisto sem pozabila , ma saj veš , jaz sem živ obup .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s33.mp3,tisto sem pozabila ma saj veš jaz sem živ obup,DET AUX VERB PART CCONJ VERB PRON AUX ADJ NOUN,Gos280.s34,Af-soro-09512,"ja , nič , nič hudega .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s34.mp3,ja nič nič hudega,PART DET DET ADJ,4,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s34,Af-soro-09512,"ja , nič , nič hudega .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s34.mp3,ja nič nič hudega,PART DET DET ADJ,Gos280.s35,Mf-soro-09513,"ne , in tako , eee , i- , veš , kakšen lep kostanj , kako dober , sladek .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s35.mp3,ne in tako eee i- veš kakšen lep kostanj kako dober sladek,PART CCONJ ADV INTJ X VERB DET ADJ NOUN ADV ADJ ADJ,12,0,0,ne,ne,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s35,Mf-soro-09513,"ne , in tako , eee , i- , veš , kakšen lep kostanj , kako dober , sladek .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s35.mp3,ne in tako eee i- veš kakšen lep kostanj kako dober sladek,PART CCONJ ADV INTJ X VERB DET ADJ NOUN ADV ADJ ADJ,Gos280.s36,Af-soro-09512,aja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s36.mp3,aja,INTJ,1,0,1,aja,aja,INTJ,root,responsive,0,1,a_continues,
Gos280,Gos280.s39,Af-soro-09512,"daj , no , eee , naše dva sta šla pred enimi štirinajstimi dnevi , ampak takrat še ni bilo tako .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s39.mp3,daj no eee naše dva sta šla pred enimi štirinajstimi dnevi ampak takrat še ni bilo tako,VERB PART INTJ DET NUM AUX VERB ADP DET NUM NOUN CCONJ ADV PART AUX VERB ADV,Gos280.s40,Mf-soro-09513,"ne , ne , b- , zdajle je , pravijo , je glih najboljše .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s40.mp3,ne ne b- zdajle je pravijo je glih najboljše,PART PART X ADV AUX VERB AUX ADV ADJ,9,0,0,ne,ne,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s42,Mf-soro-09513,"tudi tak sladek je in debel , veš , kako debel je .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s42.mp3,tudi tak sladek je in debel veš kako debel je,PART DET ADJ AUX CCONJ ADJ VERB ADV ADJ AUX,Gos280.s43,Af-soro-09512,ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s43.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s45,Af-soro-09512,veš,https://nl.ijs.si/project/gos20/Gos280/Gos280.s45.mp3,veš,VERB,Gos280.s46,Mf-soro-09513,"res , krasen .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s46.mp3,res krasen,ADV ADJ,2,0,0,res,res,ADV,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s47,Af-soro-09512,"naši pa ne bojo mogli iti , zato ker je [name:personal] je bil na operaciji , saj sem ti povedala , ne ?",https://nl.ijs.si/project/gos20/Gos280/Gos280.s47.mp3,naši pa ne bojo mogli iti zato ker je [name:personal] je bil na operaciji saj sem ti povedala ne,DET CCONJ PART AUX VERB VERB ADV SCONJ AUX PROPN AUX VERB ADP NOUN CCONJ AUX PRON VERB PART,Gos280.s48,Mf-soro-09513,"ja , seveda .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s48.mp3,ja seveda,PART PART,2,0,1,ja,ja,PART,discourse,responsive,1,0,a_is_question,
Gos280,Gos280.s50,Af-soro-09512,"eee , je kar , ne , samo , saj veš , mora čisto , eee , počivati , mislim , pa to , ne .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s50.mp3,eee je kar ne samo saj veš mora čisto eee počivati mislim pa to ne,INTJ VERB ADV PART PART CCONJ VERB VERB ADV INTJ VERB VERB CCONJ DET PART,Gos280.s51,Mf-soro-09513,ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s51.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s52,Af-soro-09512,eee .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s52.mp3,eee,INTJ,Gos280.s53,Mf-soro-09513,"seveda vem , ja , samo kako se počuti ?",https://nl.ijs.si/project/gos20/Gos280/Gos280.s53.mp3,seveda vem ja samo kako se počuti,PART VERB PART PART ADV PRON VERB,7,1,0,seveda,seveda,PART,discourse,responsive,0,1,has_verbal_bc; not_all_in_lexicon; a_continues,
Gos280,Gos280.s53,Mf-soro-09513,"seveda vem , ja , samo kako se počuti ?",https://nl.ijs.si/project/gos20/Gos280/Gos280.s53.mp3,seveda vem ja samo kako se počuti,PART VERB PART PART ADV PRON VERB,Gos280.s54,Af-soro-09512,"ja , j- .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s54.mp3,ja j-,PART X,2,0,0,ja,ja,PART,root,responsive,1,1,a_is_question; not_all_in_lexicon; a_continues,
Gos280,Gos280.s57,Af-soro-09512,"ga zaboli ti- , een , tisti .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s57.mp3,ga zaboli ti- een tisti,PRON VERB X NUM DET,Gos280.s58,Mf-soro-09513,"ja , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s58.mp3,ja ja ja,PART PART PART,3,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s58,Mf-soro-09513,"ja , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s58.mp3,ja ja ja,PART PART PART,Gos280.s59,Af-soro-09512,ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s59.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s60,Mf-soro-09513,"to vem , saj vem , ker vidim pri nogi , ko jo majhno premaknem sem ali tja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s60.mp3,to vem saj vem ker vidim pri nogi ko jo majhno premaknem sem ali tja,DET VERB CCONJ VERB SCONJ VERB ADP NOUN SCONJ PRON ADV VERB ADV CCONJ ADV,Gos280.s61,Af-soro-09512,ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s61.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s66,Mf-soro-09513,nimam pojma .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s66.mp3,nimam pojma,VERB NOUN,Gos280.s67,Af-soro-09512,ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s67.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s69,Mf-soro-09513,"in ste bili danes pridni , ne , ja ?",https://nl.ijs.si/project/gos20/Gos280/Gos280.s69.mp3,in ste bili danes pridni ne ja,CCONJ AUX AUX ADV ADJ PART PART,Gos280.s70,Af-soro-09512,"joj , veš , kako so delali , s- , mislim , pa [name:personal] je pripeljal dol cikular pa vse te .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s70.mp3,joj veš kako so delali s- mislim pa [name:personal] je pripeljal dol cikular pa vse te,INTJ VERB ADV AUX VERB X VERB CCONJ PROPN AUX VERB ADV NOUN CCONJ DET DET,16,0,0,joj,joj,INTJ,discourse,surprise,1,1,a_is_question; not_all_in_lexicon; a_continues,
Gos280,Gos280.s70,Af-soro-09512,"joj , veš , kako so delali , s- , mislim , pa [name:personal] je pripeljal dol cikular pa vse te .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s70.mp3,joj veš kako so delali s- mislim pa [name:personal] je pripeljal dol cikular pa vse te,INTJ VERB ADV AUX VERB X VERB CCONJ PROPN AUX VERB ADV NOUN CCONJ DET DET,Gos280.s71,Mf-soro-09513,ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s71.mp3,ja ja,PART PART,2,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s74,Af-soro-09512,"je pa tak debel , saj veš , ko so tisti trami bili od štale pa to , so tisti",https://nl.ijs.si/project/gos20/Gos280/Gos280.s74.mp3,je pa tak debel saj veš ko so tisti trami bili od štale pa to so tisti,AUX CCONJ DET ADJ CCONJ VERB SCONJ AUX DET NOUN VERB ADP NOUN CCONJ DET AUX DET,Gos280.s75,Mf-soro-09513,"ja ja , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s75.mp3,ja ja ja ja,PART PART PART PART,4,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s77,Af-soro-09512,"ker bi mogel obračati , e , tisto , da bi se pretakalo , da bi , ker ni tako velika tista šajba .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s77.mp3,ker bi mogel obračati e tisto da bi se pretakalo da bi ker ni tako velika tista šajba,SCONJ AUX VERB VERB NOUN DET SCONJ AUX PRON VERB SCONJ VERB SCONJ AUX ADV ADJ DET NOUN,Gos280.s78,Mf-soro-09513,"ja , ja ja , da bi lahko , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s78.mp3,ja ja ja da bi lahko ja ja,PART PART PART SCONJ VERB ADV PART PART,8,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos280,Gos280.s81,Af-soro-09512,"pol sta šla še tja gor nekam v Mekine ali h [name:surname] ali , ali ne vem kam po še [name:personal] , še ena .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s81.mp3,pol sta šla še tja gor nekam v Mekine ali h [name:surname] ali ali ne vem kam po še [name:personal] še ena,DET AUX VERB PART ADV ADV ADV ADP PROPN CCONJ ADP PROPN CCONJ CCONJ PART VERB ADV ADP PART PROPN PART NUM,Gos280.s82,Mf-soro-09513,"mhm , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s82.mp3,mhm ja ja,INTJ PART PART,3,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos280,Gos280.s83,Af-soro-09512,"ampak ena druga je pol pripeljal , no .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s83.mp3,ampak ena druga je pol pripeljal no,CCONJ DET ADJ AUX DET VERB PART,Gos280.s84,Mf-soro-09513,ja ja ja ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s84.mp3,ja ja ja ja ja,PART PART PART PART PART,5,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s84,Mf-soro-09513,ja ja ja ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s84.mp3,ja ja ja ja ja,PART PART PART PART PART,Gos280.s85,Af-soro-09512,"no , in pol sa tisto žagali .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s85.mp3,no in pol sa tisto žagali,PART CCONJ DET AUX DET VERB,6,0,0,no,no,PART,discourse,surprise,0,0,not_all_in_lexicon,
Gos280,Gos280.s86,Af-soro-09512,"dva voza so nažagali na , na take , saj veš , tiste , ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s86.mp3,dva voza so nažagali na na take saj veš tiste ja,NUM NOUN AUX VERB ADP ADP DET CCONJ VERB DET PART,Gos280.s87,Mf-soro-09513,"ja ja , vem , ja , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s87.mp3,ja ja vem ja ja ja,PART PART VERB PART PART PART,6,1,1,ja,ja,PART,discourse,responsive,0,1,has_verbal_bc; a_continues,
Gos280,Gos280.s87,Mf-soro-09513,"ja ja , vem , ja , ja ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s87.mp3,ja ja vem ja ja ja,PART PART VERB PART PART PART,Gos280.s88,Af-soro-09512,"no , in , eee , jaz sem kuhala kosilo , oni so pa delali , eee .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s88.mp3,no in eee jaz sem kuhala kosilo oni so pa delali eee,PART CCONJ INTJ PRON AUX VERB NOUN PRON AUX CCONJ VERB INTJ,12,0,0,no,no,PART,discourse,surprise,0,1,not_all_in_lexicon; a_continues,
Gos280,Gos280.s88,Af-soro-09512,"no , in , eee , jaz sem kuhala kosilo , oni so pa delali , eee .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s88.mp3,no in eee jaz sem kuhala kosilo oni so pa delali eee,PART CCONJ INTJ PRON AUX VERB NOUN PRON AUX CCONJ VERB INTJ,Gos280.s89,Mf-soro-09513,ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s89.mp3,ja,PART,1,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s90,Af-soro-09512,"[name:personal] je tam zraven bil malo pa majčkeno tako pri voz , da je uštimal .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s90.mp3,[name:personal] je tam zraven bil malo pa majčkeno tako pri voz da je uštimal,PROPN AUX ADV ADV VERB DET CCONJ DET ADV ADP NOUN SCONJ AUX VERB,Gos280.s91,Mf-soro-09513,"ja , ja , ja , ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s91.mp3,ja ja ja ja ja ja,PART PART PART PART PART PART,6,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos280,Gos280.s92,Af-soro-09512,"eee , [name:personal] mu je , eee , kje , tako so , da ni se dol držal čisto , pa je , sta tri trame tako dala , pol na tistem s- , je pa pol tako , da se je pokonci držal , da je tisto žagal .",https://nl.ijs.si/project/gos20/Gos280/Gos280.s92.mp3,eee [name:personal] mu je eee kje tako so da ni se dol držal čisto pa je sta tri trame tako dala pol na tistem s- je pa pol tako da se je pokonci držal da je tisto žagal,INTJ PROPN PRON VERB INTJ ADV ADV VERB SCONJ AUX PRON ADV VERB ADV CCONJ AUX AUX NUM NOUN ADV VERB DET ADP DET X VERB CCONJ DET CCONJ SCONJ PRON AUX ADV VERB SCONJ AUX DET VERB,Gos280.s93,Mf-soro-09513,ja ja ja ja ja .,https://nl.ijs.si/project/gos20/Gos280/Gos280.s93.mp3,ja ja ja ja ja,PART PART PART PART PART,5,0,1,ja,ja,PART,root,responsive,0,0,ok,
Gos281,Gos281.s265,Mm-soro-00809,"sem imel na atija , ne .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s265.mp3,sem imel na atija ne,AUX VERB ADP NOUN PART,Gos281.s266,Jm-soro-00810,mhm .,https://nl.ijs.si/project/gos20/Gos281/Gos281.s266.mp3,mhm,INTJ,1,0,1,mhm,mhm,INTJ,root,continuer,0,1,a_continues,
Gos281,Gos281.s271,Mm-soro-00809,"pol sem , pol sem pa dojel , kaj je bila poanta .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s271.mp3,pol sem pol sem pa dojel kaj je bila poanta,DET AUX DET AUX CCONJ VERB PRON AUX AUX NOUN,Gos281.s272,Jm-soro-00810,"ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s272.mp3,ja ja ja,PART PART PART,3,0,1,ja,ja,PART,root,responsive,0,1,a_continues,
Gos281,Gos281.s272,Jm-soro-00810,"ja , ja , ja .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s272.mp3,ja ja ja,PART PART PART,Gos281.s274,Mm-soro-00809,tako da,https://nl.ijs.si/project/gos20/Gos281/Gos281.s274.mp3,tako da,CCONJ SCONJ,2,0,0,tako,tako,CCONJ,root,responsive,0,1,not_all_in_lexicon; a_continues,
Gos281,Gos281.s274,Mm-soro-00809,tako da,https://nl.ijs.si/project/gos20/Gos281/Gos281.s274.mp3,tako da,CCONJ SCONJ,Gos281.s275,Jm-soro-00810,"ja , ja , ja , to sem jaz naredil , samo pol p- , kot ta petega , ne , sem se pa z [name:personal] menil .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s275.mp3,ja ja ja to sem jaz naredil samo pol p- kot ta petega ne sem se pa z [name:personal] menil,PART PART PART DET AUX PRON VERB PART DET X SCONJ DET ADJ PART AUX PRON CCONJ ADP PROPN VERB,20,0,0,ja,ja,PART,discourse,responsive,0,0,not_all_in_lexicon,
Gos281,Gos281.s277,Jm-soro-00810,"rekel , ja , pravi , ja , pa saj n- , pač mojega atija ne moreš dati noter , ne .",https://nl.ijs.si/project/gos20/Gos281/Gos281.s277.mp3,rekel ja pravi ja pa saj n- pač mojega atija ne moreš dati noter ne,VERB PART VERB PART CCONJ CCONJ X PART DET NOUN PART VERB VERB ADV PART,Gos281.s278,Mm-soro-00809,"kaj , zakaj ne ?",https://nl.ijs.si/project/gos20/Gos281/Gos281.s278.mp3,kaj zakaj ne,PRON ADV PART,3,0,0,kaj,kaj,PRON,root,surprise,0,1,not_all_in_lexicon; a_continues,
Gos282,Gos282.s254,If-prij-01073,"ja , kaj je rekel , mmm , kao ona , pri onih je bil doma , ne , tisto , ko sta mož pa žena , kako že .",https://nl.ijs.si/project/gos20/Gos282/Gos282.s254.mp3,ja kaj je rekel mmm kao ona pri onih je bil doma ne tisto ko sta mož pa žena kako že,PART PRON AUX VERB INTJ PART DET ADP DET AUX VERB ADV PART DET SCONJ VERB NOUN CCONJ NOUN ADV PART,Gos282.s255,Uf-prij-01074,"ja , Herman .",https://nl.ijs.si/project/gos20/Gos282/Gos282.s255.mp3,ja Herman,PART PROPN,2,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos283,Gos283.s253,Nm-prij-06006,"župa domača pa , eh , to je najboljše , ne .",https://nl.ijs.si/project/gos20/Gos283/Gos283.s253.mp3,župa domača pa eh to je najboljše ne,NOUN ADJ CCONJ INTJ DET AUX ADJ PART,Gos283.s254,Mm-prij-06005,"ja , seveda , ne , včasih pa sem len , ka sem tako len , ka se mi nič ne da , ka res sem",https://nl.ijs.si/project/gos20/Gos283/Gos283.s254.mp3,ja seveda ne včasih pa sem len ka sem tako len ka se mi nič ne da ka res sem,PART PART PART ADV CCONJ AUX ADJ SCONJ AUX ADV ADJ SCONJ PRON PRON DET PART VERB SCONJ ADV VERB,20,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos283,Gos283.s255,Nm-prij-06006,"to , to je .",https://nl.ijs.si/project/gos20/Gos283/Gos283.s255.mp3,to to je,DET DET VERB,Gos283.s256,Mm-prij-06005,"ja , s copati , s copati .",https://nl.ijs.si/project/gos20/Gos283/Gos283.s256.mp3,ja s copati s copati,PART ADP NOUN ADP NOUN,5,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
Gos283,Gos283.s256,Mm-prij-06005,"ja , s copati , s copati .",https://nl.ijs.si/project/gos20/Gos283/Gos283.s256.mp3,ja s copati s copati,PART ADP NOUN ADP NOUN,Gos283.s257,Nm-prij-06006,"ja , pa ti imaš še posebej , ti ž- , živiš tam poleg , eee , greš samo dol pod blok pa , s copati greš na , en kebap mi daj s čebulo pa papriko .",https://nl.ijs.si/project/gos20/Gos283/Gos283.s257.mp3,ja pa ti imaš še posebej ti ž- živiš tam poleg eee greš samo dol pod blok pa s copati greš na en kebap mi daj s čebulo pa papriko,PART CCONJ PRON VERB PART ADV PRON X VERB ADV ADV INTJ VERB PART ADV ADP NOUN CCONJ ADP NOUN VERB ADP NUM NOUN PRON VERB ADP NOUN CCONJ NOUN,30,0,0,ja,ja,PART,discourse,responsive,0,1,not_all_in_lexicon; a_continues,
